Sample_ID,Region,Depth,Month,Year,Site_ID,Lat,Long,Sorting_Method,WGA_Approach,Status,Primary_Tax_Method,Target_Region,Taxonomy,Plot_Taxa,Cluster_ID,O2_Content,Oxy_Type,OMZ_Phenotype,Topography,Completeness,Contamination,Strain_heterogeneity,Assembly_Length,Assembly_Length_MBP,Number_of_contigs,N50_Contigs,Mean_contig_length_(bp),Longest_contig_(bp),GC,Temperature_(ºC),Salinity_(psu),[O2]_(uM),[NO3-]_(uM),[NO2-]_(uM),[NH3]_(uM)
ETNP_125m_186_B03,ETNP,125,Jun,2013,ETNP_125_Jun_2013,18.9,-104.5,DNA,MDA,Not Sequenced,16S,V6-V8,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;uncultured;uncultured bacterium,,,0.012,Anoxic,AMZ,Coastal_Upwelling,,,,,,,,,,,13.45,34.8,0.012,15.48,6.06,NaN
ETNP_125m_186_B05,ETNP,125,Jun,2013,ETNP_125_Jun_2013,18.9,-104.5,DNA,MDA,Sequenced,16S,V6-V8,Bacteria;Planctomycetes;Brocadiae;Brocadiales;Scalinduaceae;Candidatus Scalindua;uncultured anaerobic ammonium-oxidizing bacterium,,,0.012,Anoxic,AMZ,Coastal_Upwelling,36.47,1.14,0,840579,0.840579,52,16868,16164,67877,40.1,13.45,34.8,0.012,15.48,6.06,NaN
ETNP_125m_186_B06,ETNP,125,Jun,2013,ETNP_125_Jun_2013,18.9,-104.5,DNA,MDA,Not Sequenced,16S,V6-V8,Bacteria;Planctomycetes;Brocadiae;Brocadiales;Scalinduaceae;Candidatus Scalindua;marine metagenome,,,0.012,Anoxic,AMZ,Coastal_Upwelling,,,,,,,,,,,13.45,34.8,0.012,15.48,6.06,NaN
ETNP_125m_186_B11,ETNP,125,Jun,2013,ETNP_125_Jun_2013,18.9,-104.5,DNA,MDA,Sequenced,16S,V6-V8,No_Matches,,,0.012,Anoxic,AMZ,Coastal_Upwelling,23.68,0,0,753449,0.753449,52,14413,14489,53595,49.38,13.45,34.8,0.012,15.48,6.06,NaN
ETNP_125m_186_C05,ETNP,125,Jun,2013,ETNP_125_Jun_2013,18.9,-104.5,DNA,MDA,Not Sequenced,16S,V6-V8,Bacteria;Chloroflexi;Dehalococcoidia;vadinBA26;uncultured bacterium,,,0.012,Anoxic,AMZ,Coastal_Upwelling,,,,,,,,,,,13.45,34.8,0.012,15.48,6.06,NaN
ETNP_125m_186_C08,ETNP,125,Jun,2013,ETNP_125_Jun_2013,18.9,-104.5,DNA,MDA,Sequenced,16S,V6-V8,Bacteria;Proteobacteria;Gammaproteobacteria;UBA10353 marine group;uncultured bacterium,,,0.012,Anoxic,AMZ,Coastal_Upwelling,16.38,0,0,255983,0.255983,19,12918,13472,28900,49.61,13.45,34.8,0.012,15.48,6.06,NaN
ETNP_125m_186_C10,ETNP,125,Jun,2013,ETNP_125_Jun_2013,18.9,-104.5,DNA,MDA,Sequenced,16S,V6-V8,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;uncultured;uncultured bacterium,,,0.012,Anoxic,AMZ,Coastal_Upwelling,13.72,0,0,249733,0.249733,21,13627,11891,19495,30.51,13.45,34.8,0.012,15.48,6.06,NaN
ETNP_125m_186_D01,ETNP,125,Jun,2013,ETNP_125_Jun_2013,18.9,-104.5,DNA,MDA,Not Sequenced,16S,V6-V8,Bacteria;Planctomycetes;Brocadiae;Brocadiales;Scalinduaceae;Candidatus Scalindua;marine metagenome,,,0.012,Anoxic,AMZ,Coastal_Upwelling,,,,,,,,,,,13.45,34.8,0.012,15.48,6.06,NaN
ETNP_125m_186_D04,ETNP,125,Jun,2013,ETNP_125_Jun_2013,18.9,-104.5,DNA,MDA,Not Sequenced,16S,V6-V8,Bacteria;Proteobacteria;Gammaproteobacteria;Beggiatoales;Beggiatoaceae;uncultured;uncultured bacterium,,,0.012,Anoxic,AMZ,Coastal_Upwelling,,,,,,,,,,,13.45,34.8,0.012,15.48,6.06,NaN
ETNP_125m_186_D09,ETNP,125,Jun,2013,ETNP_125_Jun_2013,18.9,-104.5,DNA,MDA,Not Sequenced,16S,V6-V8,Bacteria;Nitrospinae;Nitrospinia;Nitrospinales;Nitrospinaceae;LS-NOB;uncultured bacterium,,,0.012,Anoxic,AMZ,Coastal_Upwelling,,,,,,,,,,,13.45,34.8,0.012,15.48,6.06,NaN
ETNP_125m_186_D10,ETNP,125,Jun,2013,ETNP_125_Jun_2013,18.9,-104.5,DNA,MDA,Not Sequenced,16S,V6-V8,No_Matches,,,0.012,Anoxic,AMZ,Coastal_Upwelling,,,,,,,,,,,13.45,34.8,0.012,15.48,6.06,NaN
ETNP_125m_186_E01,ETNP,125,Jun,2013,ETNP_125_Jun_2013,18.9,-104.5,DNA,MDA,Sequenced,16S,V6-V8,Bacteria;Planctomycetes;Brocadiae;Brocadiales;Scalinduaceae;Candidatus Scalindua;marine metagenome,,,0.012,Anoxic,AMZ,Coastal_Upwelling,16.59,0,0,303618,0.303618,32,10327,9488,32861,39.53,13.45,34.8,0.012,15.48,6.06,NaN
ETNP_125m_186_E05,ETNP,125,Jun,2013,ETNP_125_Jun_2013,18.9,-104.5,DNA,MDA,Not Sequenced,16S,V6-V8,No_Matches,,,0.012,Anoxic,AMZ,Coastal_Upwelling,,,,,,,,,,,13.45,34.8,0.012,15.48,6.06,NaN
ETNP_125m_186_E06,ETNP,125,Jun,2013,ETNP_125_Jun_2013,18.9,-104.5,DNA,MDA,Sequenced,16S,V6-V8,Bacteria;Actinobacteria;Acidimicrobiia;Actinomarinales;uncultured;uncultured bacterium,,,0.012,Anoxic,AMZ,Coastal_Upwelling,24.14,0,0,631170,0.63117,45,15325,14025,29088,59.89,13.45,34.8,0.012,15.48,6.06,NaN
ETNP_125m_186_E09,ETNP,125,Jun,2013,ETNP_125_Jun_2013,18.9,-104.5,DNA,MDA,Not Sequenced,16S,V6-V8,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Magnetospiraceae;uncultured;uncultured bacterium,,,0.012,Anoxic,AMZ,Coastal_Upwelling,,,,,,,,,,,13.45,34.8,0.012,15.48,6.06,NaN
ETNP_125m_186_E10,ETNP,125,Jun,2013,ETNP_125_Jun_2013,18.9,-104.5,DNA,MDA,Not Sequenced,16S,V6-V8,No_Matches,,,0.012,Anoxic,AMZ,Coastal_Upwelling,,,,,,,,,,,13.45,34.8,0.012,15.48,6.06,NaN
ETNP_125m_186_F02,ETNP,125,Jun,2013,ETNP_125_Jun_2013,18.9,-104.5,DNA,MDA,Not Sequenced,16S,V6-V8,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Magnetospiraceae;uncultured;uncultured bacterium,,,0.012,Anoxic,AMZ,Coastal_Upwelling,,,,,,,,,,,13.45,34.8,0.012,15.48,6.06,NaN
ETNP_125m_186_F10,ETNP,125,Jun,2013,ETNP_125_Jun_2013,18.9,-104.5,DNA,MDA,Not Sequenced,16S,V6-V8,Bacteria;Nitrospinae;P9X2b3D02;uncultured bacterium,,,0.012,Anoxic,AMZ,Coastal_Upwelling,,,,,,,,,,,13.45,34.8,0.012,15.48,6.06,NaN
ETNP_125m_186_G04,ETNP,125,Jun,2013,ETNP_125_Jun_2013,18.9,-104.5,DNA,MDA,Sequenced,16S,V6-V8,Bacteria;Proteobacteria;Deltaproteobacteria;SAR324 clade(Marine group B);uncultured marine bacterium,,,0.012,Anoxic,AMZ,Coastal_Upwelling,4.17,0,0,410162,0.410162,28,14969,14648,28124,42.72,13.45,34.8,0.012,15.48,6.06,NaN
ETNP_125m_186_G05,ETNP,125,Jun,2013,ETNP_125_Jun_2013,18.9,-104.5,DNA,MDA,Sequenced,16S,V6-V8,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;uncultured;uncultured bacterium,,,0.012,Anoxic,AMZ,Coastal_Upwelling,31.05,0,0,337771,0.337771,21,16357,16084,48580,30.48,13.45,34.8,0.012,15.48,6.06,NaN
ETNP_125m_186_G07,ETNP,125,Jun,2013,ETNP_125_Jun_2013,18.9,-104.5,DNA,MDA,Sequenced,16S,V6-V8,Bacteria;Cyanobacteria;Oxyphotobacteria;Synechococcales;Cyanobiaceae;Synechococcus CC9902;Cupriavidus gilardii,,,0.012,Anoxic,AMZ,Coastal_Upwelling,8.62,0,0,431861,0.431861,29,17577,14889,38364,59.19,13.45,34.8,0.012,15.48,6.06,NaN
ETNP_125m_186_G12,ETNP,125,Jun,2013,ETNP_125_Jun_2013,18.9,-104.5,DNA,MDA,Not Sequenced,16S,V6-V8,Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Woeseiaceae;Woeseia;uncultured bacterium,,,0.012,Anoxic,AMZ,Coastal_Upwelling,,,,,,,,,,,13.45,34.8,0.012,15.48,6.06,NaN
ETNP_125m_186_H01,ETNP,125,Jun,2013,ETNP_125_Jun_2013,18.9,-104.5,DNA,MDA,Not Sequenced,16S,V6-V8,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;uncultured;uncultured bacterium,,,0.012,Anoxic,AMZ,Coastal_Upwelling,,,,,,,,,,,13.45,34.8,0.012,15.48,6.06,NaN
ETNP_125m_186_H03,ETNP,125,Jun,2013,ETNP_125_Jun_2013,18.9,-104.5,DNA,MDA,Not Sequenced,16S,V6-V8,Bacteria;Proteobacteria;Deltaproteobacteria;SAR324 clade(Marine group B);uncultured bacterium,,,0.012,Anoxic,AMZ,Coastal_Upwelling,,,,,,,,,,,13.45,34.8,0.012,15.48,6.06,NaN
ETNP_125m_188_A04,ETNP,125,Jun,2013,ETNP_125_Jun_2013,18.9,-104.5,DNA,MDA,Sequenced,16S,V6-V8,Archaea;Thaumarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;uncultured marine group I thaumarchaeote,,,0.012,Anoxic,AMZ,Coastal_Upwelling,10.19,0.49,100,212717,0.212717,14,17127,15192,31703,34.76,13.45,34.8,0.012,15.48,6.06,NaN
ETNP-OMZ-SAG-A10,ETNP,125,Jun,2013,ETNP_125_Jun_2013,18.9,-104.5,DNA,MDA,Sequenced,WGS,V6-V8,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade,,,0.012,Anoxic,AMZ,Coastal_Upwelling,40.99,1.92,33.33,374606,0.374606,166,6886,2256,20914,30.3,13.45,34.8,0.012,15.48,6.06,NaN
ETNP-OMZ-SAG-A6,ETNP,125,Jun,2013,ETNP_125_Jun_2013,18.9,-104.5,DNA,MDA,Sequenced,WGS,V6-V8,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade,,,0.012,Anoxic,AMZ,Coastal_Upwelling,48.43,0,0,643429,0.643429,255,10266,2523,42104,31.7,13.45,34.8,0.012,15.48,6.06,NaN
ETNP-OMZ-SAG-A7,ETNP,125,Jun,2013,ETNP_125_Jun_2013,18.9,-104.5,DNA,MDA,Sequenced,WGS,V6-V8,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade,,,0.012,Anoxic,AMZ,Coastal_Upwelling,8.83,1.11,0,256914,0.256914,108,9461,2378,38282,33.1,13.45,34.8,0.012,15.48,6.06,NaN
ETNP-OMZ-SAG-A8,ETNP,125,Jun,2013,ETNP_125_Jun_2013,18.9,-104.5,DNA,MDA,Sequenced,WGS,V6-V8,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade,,,0.012,Anoxic,AMZ,Coastal_Upwelling,11.32,0,0,199346,0.199346,167,2614,1193,11541,32.5,13.45,34.8,0.012,15.48,6.06,NaN
ETNP-OMZ-SAG-D3,ETNP,125,Jun,2013,ETNP_125_Jun_2013,18.9,-104.5,DNA,MDA,Sequenced,WGS,V6-V8,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade,,,0.012,Anoxic,AMZ,Coastal_Upwelling,5.66,0,0,185711,0.185711,133,4393,1396,9995,33.3,13.45,34.8,0.012,15.48,6.06,NaN
AD-602_A17,ETNP,150,Jun,2013,ETNP_150_Jun_2013,18.9,-104.5,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;uncultured;uncultured bacterium,,,1.714,Suboxic,AMZ,Coastal_Upwelling,,,,,,,,,,,12.34,34.7793,1.714,16.57,4.77,NaN
AD-602_B03,ETNP,150,Jun,2013,ETNP_150_Jun_2013,18.9,-104.5,DNA,MDA,Sequenced,16S,V1-V5,Bacteria;Patescibacteria;Gracilibacteria;Candidatus Peregrinibacteria;uncultured bacterium,,,1.714,Suboxic,AMZ,Coastal_Upwelling,45.45,0.86,0,496565,0.496565,47,19842,10565,55783,37.14,12.34,34.7793,1.714,16.57,4.77,NaN
AD-602_B17,ETNP,150,Jun,2013,ETNP_150_Jun_2013,18.9,-104.5,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Deltaproteobacteria;SAR324 clade(Marine group B);uncultured bacterium,,,1.714,Suboxic,AMZ,Coastal_Upwelling,,,,,,,,,,,12.34,34.7793,1.714,16.57,4.77,NaN
AD-602_B21,ETNP,150,Jun,2013,ETNP_150_Jun_2013,18.9,-104.5,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;uncultured Pelagibacterales bacterium,,,1.714,Suboxic,AMZ,Coastal_Upwelling,,,,,,,,,,,12.34,34.7793,1.714,16.57,4.77,NaN
AD-602_C06,ETNP,150,Jun,2013,ETNP_150_Jun_2013,18.9,-104.5,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;uncultured bacterium,,,1.714,Suboxic,AMZ,Coastal_Upwelling,,,,,,,,,,,12.34,34.7793,1.714,16.57,4.77,NaN
AD-602_C09,ETNP,150,Jun,2013,ETNP_150_Jun_2013,18.9,-104.5,DNA,MDA,Sequenced,16S,V1-V5,Bacteria;Planctomycetes;Brocadiae;Brocadiales;Scalinduaceae;Candidatus Scalindua;marine metagenome,,,1.714,Suboxic,AMZ,Coastal_Upwelling,39.58,2.61,0,500431,0.500431,20,30608,25011,115197,39.56,12.34,34.7793,1.714,16.57,4.77,NaN
AD-602_C11,ETNP,150,Jun,2013,ETNP_150_Jun_2013,18.9,-104.5,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;uncultured bacterium,,,1.714,Suboxic,AMZ,Coastal_Upwelling,,,,,,,,,,,12.34,34.7793,1.714,16.57,4.77,NaN
AD-602_D23,ETNP,150,Jun,2013,ETNP_150_Jun_2013,18.9,-104.5,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;uncultured bacterium,,,1.714,Suboxic,AMZ,Coastal_Upwelling,,,,,,,,,,,12.34,34.7793,1.714,16.57,4.77,NaN
AD-602_E13,ETNP,150,Jun,2013,ETNP_150_Jun_2013,18.9,-104.5,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;uncultured bacterium,,,1.714,Suboxic,AMZ,Coastal_Upwelling,,,,,,,,,,,12.34,34.7793,1.714,16.57,4.77,NaN
AD-602_E15,ETNP,150,Jun,2013,ETNP_150_Jun_2013,18.9,-104.5,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;Pelagibacteraceae bacteriumETNP-OMZ-SAG-D3,,,1.714,Suboxic,AMZ,Coastal_Upwelling,,,,,,,,,,,12.34,34.7793,1.714,16.57,4.77,NaN
AD-602_F07,ETNP,150,Jun,2013,ETNP_150_Jun_2013,18.9,-104.5,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;uncultured;uncultured bacterium,,,1.714,Suboxic,AMZ,Coastal_Upwelling,,,,,,,,,,,12.34,34.7793,1.714,16.57,4.77,NaN
AD-602_F14,ETNP,150,Jun,2013,ETNP_150_Jun_2013,18.9,-104.5,DNA,MDA,Sequenced,16S,V1-V5,Bacteria;Patescibacteria;Parcubacteria;Candidatus Kaiserbacteria;marine metagenome,,,1.714,Suboxic,AMZ,Coastal_Upwelling,46.84,0,0,385934,0.385934,11,54125,35084,80331,37.08,12.34,34.7793,1.714,16.57,4.77,NaN
AD-602_M04,ETNP,150,Jun,2013,ETNP_150_Jun_2013,18.9,-104.5,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;Clade Ib;uncultured bacterium,,,1.714,Suboxic,AMZ,Coastal_Upwelling,,,,,,,,,,,12.34,34.7793,1.714,16.57,4.77,NaN
AD-602_M10,ETNP,150,Jun,2013,ETNP_150_Jun_2013,18.9,-104.5,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Chloroflexi;Dehalococcoidia;Sh765B-AG-111;uncultured bacterium,,,1.714,Suboxic,AMZ,Coastal_Upwelling,,,,,,,,,,,12.34,34.7793,1.714,16.57,4.77,NaN
AD-602_M15,ETNP,150,Jun,2013,ETNP_150_Jun_2013,18.9,-104.5,DNA,MDA,Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Gammaproteobacteria;UBA10353 marine group;uncultured gamma proteobacterium,,,1.714,Suboxic,AMZ,Coastal_Upwelling,17.24,0,0,323227,0.323227,26,27153,12431,56579,50.6,12.34,34.7793,1.714,16.57,4.77,NaN
AD-602_N15,ETNP,150,Jun,2013,ETNP_150_Jun_2013,18.9,-104.5,DNA,MDA,Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Gammaproteobacteria;UBA10353 marine group;uncultured gamma proteobacterium,,,1.714,Suboxic,AMZ,Coastal_Upwelling,23.17,0,0,877559,0.877559,67,26106,13097,61697,48.16,12.34,34.7793,1.714,16.57,4.77,NaN
AD-602_N23,ETNP,150,Jun,2013,ETNP_150_Jun_2013,18.9,-104.5,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Marinimicrobia_SAR406_clade;uncultured bacterium,,,1.714,Suboxic,AMZ,Coastal_Upwelling,,,,,,,,,,,12.34,34.7793,1.714,16.57,4.77,NaN
AD-602_O02,ETNP,150,Jun,2013,ETNP_150_Jun_2013,18.9,-104.5,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;uncultured bacterium,,,1.714,Suboxic,AMZ,Coastal_Upwelling,,,,,,,,,,,12.34,34.7793,1.714,16.57,4.77,NaN
AD-602_O05,ETNP,150,Jun,2013,ETNP_150_Jun_2013,18.9,-104.5,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;uncultured bacterium,,,1.714,Suboxic,AMZ,Coastal_Upwelling,,,,,,,,,,,12.34,34.7793,1.714,16.57,4.77,NaN
AD-602_O07,ETNP,150,Jun,2013,ETNP_150_Jun_2013,18.9,-104.5,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;uncultured;uncultured bacterium,,,1.714,Suboxic,AMZ,Coastal_Upwelling,,,,,,,,,,,12.34,34.7793,1.714,16.57,4.77,NaN
AD-602_O17,ETNP,150,Jun,2013,ETNP_150_Jun_2013,18.9,-104.5,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;uncultured;uncultured bacterium,,,1.714,Suboxic,AMZ,Coastal_Upwelling,,,,,,,,,,,12.34,34.7793,1.714,16.57,4.77,NaN
AD-602_O21,ETNP,150,Jun,2013,ETNP_150_Jun_2013,18.9,-104.5,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Marinimicrobia_SAR406_clade;uncultured bacterium,,,1.714,Suboxic,AMZ,Coastal_Upwelling,,,,,,,,,,,12.34,34.7793,1.714,16.57,4.77,NaN
AD-602_O23,ETNP,150,Jun,2013,ETNP_150_Jun_2013,18.9,-104.5,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;uncultured;uncultured proteobacterium,,,1.714,Suboxic,AMZ,Coastal_Upwelling,,,,,,,,,,,12.34,34.7793,1.714,16.57,4.77,NaN
AD-602_P04,ETNP,150,Jun,2013,ETNP_150_Jun_2013,18.9,-104.5,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;uncultured;uncultured bacterium,,,1.714,Suboxic,AMZ,Coastal_Upwelling,,,,,,,,,,,12.34,34.7793,1.714,16.57,4.77,NaN
AD-602_P07,ETNP,150,Jun,2013,ETNP_150_Jun_2013,18.9,-104.5,DNA,MDA,Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;SAR116 clade;uncultured proteobacterium,,,1.714,Suboxic,AMZ,Coastal_Upwelling,3.45,0,0,196905,0.196905,18,24390,10939,36038,57.19,12.34,34.7793,1.714,16.57,4.77,NaN
AD-602_P16,ETNP,150,Jun,2013,ETNP_150_Jun_2013,18.9,-104.5,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Gammaproteobacteria;Thiomicrospirales;Thioglobaceae;SUP05 cluster;uncultured bacterium,,,1.714,Suboxic,AMZ,Coastal_Upwelling,,,,,,,,,,,12.34,34.7793,1.714,16.57,4.77,NaN
AD-604_A07,ETNP,300,Jun,2013,ETNP_300_Jun_2013,18.9,-104.5,DNA,MDA,Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Deltaproteobacteria;SAR324 clade(Marine group B);uncultured bacterium,,,1.866,Suboxic,AMZ,Coastal_Upwelling,24.32,0,0,683964,0.683964,16,60360,42747,83004,43.14,10.4,34.6847,1.866,22.04,1.1,NaN
AD-604_A10,ETNP,300,Jun,2013,ETNP_300_Jun_2013,18.9,-104.5,DNA,MDA,Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Gammaproteobacteria;UBA10353 marine group;uncultured gamma proteobacterium,,,1.866,Suboxic,AMZ,Coastal_Upwelling,39.66,1.72,100,768830,0.76883,56,27164,13729,100065,48.83,10.4,34.6847,1.866,22.04,1.1,NaN
AD-604_A11,ETNP,300,Jun,2013,ETNP_300_Jun_2013,18.9,-104.5,DNA,MDA,Sequenced,16S,V1-V5,Bacteria;Planctomycetes;Brocadiae;Brocadiales;Scalinduaceae;Candidatus Scalindua;marine metagenome,,,1.866,Suboxic,AMZ,Coastal_Upwelling,30,0,0,356679,0.356679,12,34697,29723,59284,40.05,10.4,34.6847,1.866,22.04,1.1,NaN
AD-604_A13,ETNP,300,Jun,2013,ETNP_300_Jun_2013,18.9,-104.5,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Verrucomicrobia;Verrucomicrobiae;Arctic97B-4 marine group;uncultured bacterium,,,1.866,Suboxic,AMZ,Coastal_Upwelling,,,,,,,,,,,10.4,34.6847,1.866,22.04,1.1,NaN
AD-604_A17,ETNP,300,Jun,2013,ETNP_300_Jun_2013,18.9,-104.5,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;uncultured;uncultured proteobacterium,,,1.866,Suboxic,AMZ,Coastal_Upwelling,,,,,,,,,,,10.4,34.6847,1.866,22.04,1.1,NaN
AD-604_A18,ETNP,300,Jun,2013,ETNP_300_Jun_2013,18.9,-104.5,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Marinimicrobia_SAR406_clade;uncultured Candidatus Marinimicrobia bacterium,,,1.866,Suboxic,AMZ,Coastal_Upwelling,,,,,,,,,,,10.4,34.6847,1.866,22.04,1.1,NaN
AD-604_B04,ETNP,300,Jun,2013,ETNP_300_Jun_2013,18.9,-104.5,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Chloroflexi;Dehalococcoidia;MSBL5;uncultured bacterium,,,1.866,Suboxic,AMZ,Coastal_Upwelling,,,,,,,,,,,10.4,34.6847,1.866,22.04,1.1,NaN
AD-604_B14,ETNP,300,Jun,2013,ETNP_300_Jun_2013,18.9,-104.5,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;uncultured bacterium,,,1.866,Suboxic,AMZ,Coastal_Upwelling,,,,,,,,,,,10.4,34.6847,1.866,22.04,1.1,NaN
AD-604_C07,ETNP,300,Jun,2013,ETNP_300_Jun_2013,18.9,-104.5,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;uncultured;uncultured bacterium,,,1.866,Suboxic,AMZ,Coastal_Upwelling,,,,,,,,,,,10.4,34.6847,1.866,22.04,1.1,NaN
AD-604_C09,ETNP,300,Jun,2013,ETNP_300_Jun_2013,18.9,-104.5,DNA,MDA,Sequenced,16S,V1-V5,Bacteria;Marinimicrobia_SAR406_clade;uncultured bacterium,,,1.866,Suboxic,AMZ,Coastal_Upwelling,18.34,0,0,545157,0.545157,34,30913,16034,63800,38.66,10.4,34.6847,1.866,22.04,1.1,NaN
AD-604_C22,ETNP,300,Jun,2013,ETNP_300_Jun_2013,18.9,-104.5,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;uncultured;uncultured bacterium,,,1.866,Suboxic,AMZ,Coastal_Upwelling,,,,,,,,,,,10.4,34.6847,1.866,22.04,1.1,NaN
AD-604_D04,ETNP,300,Jun,2013,ETNP_300_Jun_2013,18.9,-104.5,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;uncultured;uncultured proteobacterium,,,1.866,Suboxic,AMZ,Coastal_Upwelling,,,,,,,,,,,10.4,34.6847,1.866,22.04,1.1,NaN
AD-604_D05,ETNP,300,Jun,2013,ETNP_300_Jun_2013,18.9,-104.5,DNA,MDA,Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;SAR116 clade;uncultured proteobacterium,,,1.866,Suboxic,AMZ,Coastal_Upwelling,4.17,0,0,146031,0.146031,21,18760,6953,36026,57.06,10.4,34.6847,1.866,22.04,1.1,NaN
AD-604_D14,ETNP,300,Jun,2013,ETNP_300_Jun_2013,18.9,-104.5,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;uncultured;uncultured bacterium,,,1.866,Suboxic,AMZ,Coastal_Upwelling,,,,,,,,,,,10.4,34.6847,1.866,22.04,1.1,NaN
AD-604_D17,ETNP,300,Jun,2013,ETNP_300_Jun_2013,18.9,-104.5,DNA,MDA,Sequenced,16S,V1-V5,Bacteria;Marinimicrobia_SAR406_clade;uncultured bacterium,,,1.866,Suboxic,AMZ,Coastal_Upwelling,50.48,0,0,839852,0.839852,40,60522,20996,181880,38.74,10.4,34.6847,1.866,22.04,1.1,NaN
AD-604_D20,ETNP,300,Jun,2013,ETNP_300_Jun_2013,18.9,-104.5,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Acidobacteria;Subgroup 21;uncultured bacterium,,,1.866,Suboxic,AMZ,Coastal_Upwelling,,,,,,,,,,,10.4,34.6847,1.866,22.04,1.1,NaN
